filename,part,publish_time,title,summary,NER,type,publisher,theme,sentiment,NER_FIXED,topic,goods
FL4985648_166_DIGI_0035_00154_VIEW_MAIN.jpg,-1,07/02/1917,Mandatory Reporting of Calf and Piglet Births in Meirelbeke,"The German authorities have ordered all farmers in Meirelbeke to report any births of calves or piglets to the town hall within three days of the event. This announcement was made by the municipal administration of Meirelbeke on February 7, 1917.","{'people': None, 'location': 'Meirelbeke', 'event': None, 'organization': 'German authorities, Gemeentebestuur (Municipal Administration)'}",policy,"Sint-Antonius, Jos. Dooreman-Volckaert","Agriculture, Animal Control, German Occupation",Neutral,"{'people': [], 'location': ['MEIRELBEKE'], 'event': [], 'organization': ['GERMAN AUTHORITIES', 'MUNICIPAL ADMINISTRATION']}",pricing/rationing/control,"['calves', 'piglets']"
FL4985380_116_DIGI_0035_00111b_VIEW_MAIN.jpg,-1,03/08/1916,Ordinance on the Harvest of Oil Fruits,"This ordinance, issued by the German military authority, regulates the harvest and delivery of oil fruits (such as rapeseed, poppy, and sunflower) in the occupied territory. It prohibits harvesting before the seeds are ripe, mandates delivery to designated flax offices by September 30, 1916, sets maximum prices for each type of seed, and threatens violators with imprisonment and fines. It also states that seeds will be made available for farmers for the next year.","{'people': 'Herzog Albrecht von Württemberg', 'location': 'KORTRIJK, LOKEREN', 'event': 'World War I', 'organization': 'Veldintendanturen der legerkorpsen, Orts- en Etappenkommandanturen, flaxbureelen, Etappen-Inspektion'}",policy,Der Oberbefehlshaber,"Agriculture, Resource Control",negative,"{'people': ['HERZOG ALBRECHT VON WURTTEMBERG'], 'location': ['KORTRIJK', 'LOKEREN'], 'event': ['World War I'], 'organization': ['FIELD INTENDANCE', 'LOCAL AND STAGE COMMANDS', 'FLAX OFFICES', 'STAGE INSPECTORATE']}",pricing/rationing/control,"['rapeseed', 'poppy', 'sunflower']"
FL4985380_116_DIGI_0035_00111b_VIEW_MAIN.jpg,-1,06/08/1916,Ordinance Modifying Articles 8 and 9 of the Belgian Education Law,"This ordinance modifies articles 8 and 9 of the Belgian law of June 15, 1914, concerning primary education. It details the procedures for registering school-aged children, emphasizing the parents' freedom to choose a school and prohibiting any coercion. It requires municipal authorities to provide lists of school-aged children to cantonal supervisors and mandates the posting of notices reminding parents of their legal obligations. It also outlines the process for addressing cases where children are not enrolled in a recognized school.","{'people': 'Herzog Albrecht von Württemberg', 'location': '', 'event': 'World War I', 'organization': 'Gemeentebesturen'}",policy,Der Oberbefehlshaber,"Education, Law",neutral,"{'people': ['HERZOG ALBRECHT VON WURTTEMBERG'], 'location': [], 'event': ['World War I'], 'organization': ['MUNICIPALITY']}",education,[]
FL4985569_152_DIGI_0035_00143c_VIEW_MAIN.jpg,-1,23/12/1916,"Regulation on Flax, Processed Flax, and Tow","This regulation, issued by the German military authority (4th Army) in occupied Flanders, controls the production, trade, and prices of flax (strooivlas), processed flax (bewerkt vlas), and tow (heede/klodden). It mandates reporting of existing stocks, sets maximum prices, restricts transportation and sales to authorized entities (Rohstoff-Abteilung in Gent, vlasbureelen in Kortrijk and Lokeren), and imposes penalties for violations, including imprisonment and fines. It aims to secure flax supplies for the German war effort.","{'people': 'Herzog Albrecht von Württemberg', 'location': 'Flanders, Kortrijk, Lokeren, Gent', 'event': 'World War I', 'organization': 'Etappengebied van het 4de leger, Rohstoff-Abteilung, Etappen-Inspektion (Wirtschaftsausschuss)'}",policy,"Der Oberbefehlshaber, Herzog ALBRECHT VON WÜRTEMBERG",Resource Control,negative,"{'people': ['HERZOG ALBRECHT VON WURTTEMBERG'], 'location': ['FLANDERS', 'KORTRIJK', 'LOKEREN', 'GHENT'], 'event': ['World War I'], 'organization': ['STAGE AREA OF THE 4TH ARMY', 'RAW MATERIALS DEPARTMENT', 'STAGE INSPECTORATE (ECONOMIC COMMITTEE)']}",pricing/rationing/control,"['flax', 'processed flax', 'tow']"
FL4985569_152_DIGI_0035_00143c_VIEW_MAIN.jpg,-1,28/12/1916,Regulation on Willow Branches (Wissen),"This regulation prohibits the sale and processing of willow branches (wissen) without permission from the German military authorities. It mandates reporting of existing stocks, sets prices for willow branches of different lengths and types, prohibits boiling and peeling without permission, and penalizes violations with fines and imprisonment. The goal is to control the supply and use of willow branches, likely for military purposes such as fortifications or basket weaving.","{'people': 'Herzog Albrecht von Württemberg', 'location': 'Flanders', 'event': 'World War I', 'organization': 'Etappen-Inspektion 4 (Wirtschaftsausschuss), 4de Leger'}",policy,"Der Oberbefehlshaber, Herzog ALBRECHT VON WÜRTTEMBERG",Resource Control,negative,"{'people': ['HERZOG ALBRECHT VON WURTTEMBERG'], 'location': ['FLANDERS'], 'event': ['World War I'], 'organization': ['STAGE INSPECTORATE 4 (ECONOMIC COMMITTEE)', '4TH ARMY']}",pricing/rationing/control,['willow branches']
FL4985569_152_DIGI_0035_00143c_VIEW_MAIN.jpg,-1,01/01/1917,Extension of Mandate for West Flanders Registrar,"This regulation extends the mandate of the registrar of the province of West Flanders, A. Verougstraete, until June 30. The extension is likely related to maintaining administrative functions under the German occupation.","{'people': 'A. Verougstraete, Herzog Albrecht von Württemberg', 'location': 'West-Vlaanderen', 'event': 'World War I', 'organization': ''}",policy,"Der Oberbefehlshaber, Herzog ALBRECHT VON WÜRTTEMBERG",Administration,neutral,"{'people': ['A VEROUGSTRAETE', 'HERZOG ALBRECHT VON WURTTEMBERG'], 'location': ['WEST FLANDERS'], 'event': ['World War I'], 'organization': []}",other,[]
FL4985569_152_DIGI_0035_00143c_VIEW_MAIN.jpg,-1,05/01/1917,"Amendment to Regulation of December 16, 1916","This regulation amends the regulation of December 16, 1916, regarding reporting deadlines. The deadline for reporting is extended to January 15, 1917, and the deadline for delivery is extended to January 31, 1917.","{'people': 'Herzog Albrecht von Württemberg', 'location': 'Flanders', 'event': 'World War I', 'organization': '4° Leger'}",policy,"Der Oberbefehlshaber, Herzog ALBRECHT VON WÜRTTEMBERG",Administration,neutral,"{'people': ['HERZOG ALBRECHT VON WURTTEMBERG'], 'location': ['FLANDERS'], 'event': ['World War I'], 'organization': ['4TH ARMY']}",other,[]
FL4985569_152_DIGI_0035_00143c_VIEW_MAIN.jpg,-1,30/12/1916,"Supplement to Regulation of December 2, 1916, on Milk Usage","This regulation supplements the regulation of December 2, 1916, concerning the use and processing of milk in the 4th Army's area. It specifies penalties for violations, including fines and imprisonment, unless stricter penalties are applicable under existing laws.","{'people': 'Von Unger', 'location': 'Flanders', 'event': 'World War I', 'organization': 'Etappengebied van het 4° leger'}",policy,"Der Etappeninspekteur, VON UNGER, General der Kavallerie",Resource Control,negative,"{'people': ['VON UNGER'], 'location': ['FLANDERS'], 'event': ['World War I'], 'organization': ['STAGE AREA OF THE 4TH ARMY']}",pricing/rationing/control,['milk']
FL4985569_152_DIGI_0035_00143c_VIEW_MAIN.jpg,-1,01/01/1917,Regulation Amending Regulations on Supervision and Registration,"This regulation modifies the regulations of October 25, 1915, and September 6, 1916, concerning supervision and registration. It specifies that the registration offices (Meldeambten) are responsible for monitoring all Belgian men from the age of 17 to 45.","{'people': 'Von Unger', 'location': 'Flanders', 'event': 'World War I', 'organization': 'Meldeambten'}",policy,"Der Etappeninspekteur, VON UNGER, General der Kavallerie",Population Control,negative,"{'people': ['VON UNGER'], 'location': ['FLANDERS'], 'event': ['World War I'], 'organization': ['REGISTRATION OFFICE']}",military,[]
FL4985409_120_DIGI_0035_00115_VIEW_MAIN.jpg,-1,12/08/1916,Regulation Regarding Willow Branches,"The German military authorities in Flanders issue a regulation concerning the requisition of willow branches (between 1 and 1.8 meters, peeled or unpeeled). All who possess such willow supplies must report them to the Kommandantur by August 20th, 10 AM, with details of ownership and storage. Handling, trading, or transporting these willow branches without permission from the Etappen-Inspektion is prohibited. Violators will face penalties of up to 3 years imprisonment and/or fines up to 10,000 marks. The willow branches will be confiscated.","{'people': 'v. MUELLER, v. WICK', 'location': 'Flanders', 'event': 'World War I', 'organization': 'Etappen-Inspektion, Wirtschaftsausschuss, Kommandantuur, German military gerechten'}",policy,Etappen-Inspektion der 4. Armee,Resource Control,negative,"{'people': ['V. MUELLER', 'V. WICK'], 'location': ['FLANDERS'], 'event': ['World War I'], 'organization': ['STAGE INSPECTORATE', 'STAGE INSPECTORATE (ECONOMIC COMMITTEE)', 'COMMANDANTUR', 'GERMAN MILITARY JUSTICE']}",pricing/rationing/control,['willow branches']
FL4985409_120_DIGI_0035_00115_VIEW_MAIN.jpg,-1,29/08/1916,Confiscation of Colored Matches and Fireworks,The German military authorities announce that colored matches and all types of objects used for fireworks are confiscated. The sale or use of these items is strictly prohibited.,"{'people': 'v. WICK', 'location': 'Ghent', 'event': 'World War I', 'organization': 'Etappen-Inspektion'}",policy,Mobile Etappen-Kommandantur,Prohibition,negative,"{'people': ['V. WICK'], 'location': ['GHENT'], 'event': ['World War I'], 'organization': ['STAGE INSPECTORATE']}",pricing/rationing/control,"['colored matches', 'fireworks']"
FL4985409_120_DIGI_0035_00115_VIEW_MAIN.jpg,-1,30/08/1916,Announcement Regarding Willow Processing,"The German military authorities announce that processing of the confiscated willow branches is prohibited without permission from the Etappen-Inspektion. Basket makers are informed that willow branches will be partially released for the production of vegetable, fruit, and fish baskets, but not for the production of seats, travel baskets, etc. Transport and transportation permits will no longer be issued for seats, travel baskets, etc. Mayors are instructed to inform those concerned about this notice.","{'people': 'VON WICK', 'location': 'Ghent', 'event': 'World War I', 'organization': 'Etappen-Inspektion (Wirtschafts-ausschuss)'}",policy,Mobile Etappen-Kommandantur,Resource Control,negative,"{'people': ['V. WICK'], 'location': ['GHENT'], 'event': ['World War I'], 'organization': ['STAGE INSPECTORATE (ECONOMIC COMMITTEE)']}",pricing/rationing/control,"['willow branches', 'vegetable', 'fruit', 'fish']"
FL4985434_125_DIGI_0035_00118_VIEW_MAIN.jpg,-1,01/09/1916,Compulsory Education Announcement 1916-1917,"This announcement from the Ministry of Science and Arts outlines the compulsory education requirements for the school year 1916-1917 in Flanders. It mandates that heads of households ensure children born between 1905 and 1910 receive education, either through public/private schools or homeschooling. Parents must notify the inspector of their children's educational arrangements unless the children are enrolled in a state-supervised primary school. Exemptions exist for reasons like school distance, conscientious objections, lack of a fixed residence, or disabilities. Failure to comply may result in legal penalties. Parents have the right to freely choose schools.","{'people': 'DE CLERCQ, R.', 'location': 'Sottegem, Flanders', 'event': 'World War I', 'organization': 'Ministerie van Wetenschappen en Kunsten'}",policy,Ministerie van Wetenschappen en Kunsten,Education,neutral,"{'people': ['DE CLERCQ', 'R.'], 'location': ['SOTTEGEM', 'FLANDERS'], 'event': ['World War I'], 'organization': ['MINISTER OF SCIENCES AND ARTS']}",education,[]
FL4985484_135_DIGI_0035_00128_VIEW_MAIN.jpg,-1,16/11/1916,Prohibition of Potato Trade Without Permit in Meirelbeke,"The mayor of Meirelbeke, Jos. Hebbelynek, announces a ban on the transport and trade of potatoes without permission from the Etappen-Kommandantur, citing the regulation n² 233, Ε. Η. O. 25-9-16, issued by Etappen-Inspekteur von Unger and articles 90, 94, and 102 of the municipal law. Violators will have their goods confiscated, declared forfeited, and subjected to minor police penalties. The decree is immediately enforceable.","{'people': 'Jos. Hebbelynek, von Unger', 'location': 'Meirelbeke', 'event': 'Prohibition of Potato Trade', 'organization': 'Etappen-Kommandantur, Etappen-Inspekteur, Bezettende Macht, Sint-Antonius, Gemeentewet'}",policy,"Drukk. Sint-Antonius, Jos. Dooreman-Volckaert","Food Control, Local Governance",Negative,"{'people': ['JOS. HEBBELYNCK', 'VON UNGER'], 'location': ['MEIRELBEKE'], 'event': ['Prohibition of Potato Trade'], 'organization': 'Etappen-Kommandantur, Etappen-Inspekteur, Bezettende Macht, Sint-Antonius, Gemeentewet'}",pricing/rationing/control,['potatoes']
FL4985230_86_DIGI_0035_00087_VIEW_MAIN.jpg,-1,01/08/1916,Order Regarding the Declaration of Copper and Tin Stockpiles,"This announcement from Major Freiherr Quadt orders the declaration of copper and tin stockpiles according to the Imperial General Government's regulation of July 8, 1916. Those obligated to declare must obtain the forms from the town hall, complete them truthfully, and return them by August 31, 1916. Doubts regarding the regulation should be addressed at the Lier artillery barracks. False or insufficient declarations will be punished with imprisonment and fines. Single households are temporarily exempt.","{'people': 'Freiherr Quadt', 'location': 'Lier, Antwerpen', 'event': 'Declaration of Copper and Tin Stockpiles', 'organization': 'Imperial General Government, Artillerie kazerne'}",policy,"Freiherr Quadt, Majoor en Kommandant der sectie Zuid-Oost der vesting Antwerpen","Resource Control, Compliance",neutral,"{'people': ['FREIHERR QUADT'], 'location': ['LIER', 'ANTWERP'], 'event': ['Declaration of Copper and Tin Stockpiles'], 'organization': ['GERMAN GENERAL GOVERNMENT', 'ARTILLERY BARRACKS']}",other,"['copper', 'tin']"
FL4985250_90_DIGI_0035_00091_VIEW_MAIN.jpg,-1,22/08/1916,Ordinance Amending the Ordinance on the Sale of Fertilizers,"This is an ordinance amending the previous ordinance of March 27, 1916, regarding the sale of fertilizers. It updates the list of potash salts and their corresponding prices per 100 kg, specifying prices for Kainite-Hartsalz, Herik-Kainite, Sylvinite, Kleine Chloorpotasch, Chloorpotasch, Zwavelzure potasch, and Dubbel sulfaat van potasch en magnesia. It also includes an additional charge for delivery in paper bags. The ordinance is issued by Freiherr von Bissing, Generaloberst, in Brussels.","{'people': 'Freiherr Von Bissing', 'location': 'Brussels,Belgium', 'event': 'World War I', 'organization': 'General-Gouverneur in Belgien'}",policy,General-Gouverneur in Belgien,"Agriculture, Economy",neutral,"{'people': ['FREIHERR VON BISSING'], 'location': ['BRUSSEL', 'BELGIUM'], 'event': ['World War I'], 'organization': ['GENERAL GOVERNOR IN BELGIUM']}",pricing/rationing/control,"['Kainite-Hartsalz', 'Herik-Kainite', 'Sylvinite', 'Kleine Chloorpotasch', 'Chloorpotasch', 'Zwavelzure potasch', 'Dubbel sulfaat van potasch en magnesia']"
FL4985444_127_DIGI_0035_00120_VIEW_MAIN.jpg,-1,06/09/1910,"Order for Collection of Acorns, Chestnuts and Beechnuts in Meirelbeke","The German Etappen-Kommandantur orders the municipality of Meirelbeke to collect acorns, chestnuts, and beechnuts, paying specific rates per 100 kg. Unemployed individuals and children during their free time can be employed for collection. Each municipality must appoint a person to organize the collection and report their name. Collecting for personal use is prohibited, and violations are punishable by fines or imprisonment. The municipality is responsible for the proper execution of the order.","{'people': 'Jos. Dooreman-Volckaert', 'location': 'Meirelbeke', 'event': 'World War I', 'organization': 'Etappen-Kommandantuur, Landwirtschaftliche Betriebstelle, Sint-Antonius'}",policy,Etappen-Kammandant A.B. Wettstein,Resource Management,negative,"{'people': ['JOS DOOREMAN-VOLCKAERT'], 'location': ['MEIRELBEKE'], 'event': ['World War I'], 'organization': 'Etappen-Kommandantuur, Landwirtschaftliche Betriebstelle, Sint-Antonius'}",pricing/rationing/control,"['acorns', 'chestnuts', 'beechnuts']"
FL4985345_109_DIGI_0035_00107_VIEW_MAIN.jpg,-1,17/05/1916,Ordinance on Food Supply Security,"This ordinance regulates the transportation and sale of food in Flanders to secure the food supply for the population. It requires permits for inter-municipal transport of most goods, with exceptions for milk and vegetables. It also regulates the sale of butter and eggs in Ghent, requiring mandatory deliveries to the market. Violations are punishable by fines, imprisonment, and confiscation of goods. The ordinance also outlines procedures for seizures and sales of goods, with proceeds allocated based on who made the seizure.","{'people': 'VON WICK', 'location': 'Flanders, Ghent', 'event': 'World War I', 'organization': 'Kommandantuur, Amerikaansch hulpskomiteit, Etappen-Inspektion der IV Armee'}",policy,"St-Antonius, Jos. Dooreman-Volckaert","Food Supply, Regulation, Enforcement",negative,"{'people': ['V. WICK'], 'location': ['FLANDERS', 'GHENT'], 'event': ['World War I'], 'organization': ['COMMANDANTUR', 'AMERICAN RELIEF COMMITTEE', 'STAGE INSPECTORATE 4']}",pricing/rationing/control,"['milk', 'vegetables', 'butter', 'eggs']"
FL4985270_94_DIGI_0035_00094_VIEW_MAIN.jpg,-1,30/12/1916,"Order on Declaration and Confiscation of Copper, Tin, Nickel Products","This order mandates the declaration and potential confiscation of finished products made from copper, tin, nickel, or their alloys in commercial and industrial enterprises. It details the types of items subject to declaration, including various fittings, utensils, and equipment used in different industries. The order outlines the process for declaration, potential expropriation, and penalties for non-compliance. The aim is to control and redirect these materials for the German war effort.","{'people': 'Freiherr von Huene', 'location': 'Belgium, Brussel', 'event': 'World War I', 'organization': 'Zentral-Einkaufs-Gesellschaft für Belgien m. b. H., Militär-General-Direktion der Eisenbahnen, Deutsche Post- und Telegraphenverwaltung, Reichsentschädigungskommission'}",policy,Der Generalgouverneur in Belgien,Resource Control,negative,"{'people': ['FREIHERR VON HUENE'], 'location': ['BELGIUM', 'BRUSSEL'], 'event': ['World War I'], 'organization': ['CENTRAL PURCHASING COMPANY FOR BELGIUM', 'MILITARY RAILWAY DIRECTORATE', 'GERMAN POST AND TELEGRAPH ADMINISTRATION', 'REICHSENTSCHÄDIGUNGSKOMMISSION']}",military,"['copper', 'tin', 'nickel']"
FL4985275_95_DIGI_0035_00095_VIEW_MAIN.jpg,-1,26/07/1917,Ordinance on Zinc and Cadmium Declaration and Confiscation,"This is an ordinance issued on July 26, 1917, by the German Governor-General in Belgium, concerning the declaration and confiscation of zinc and cadmium. It mandates the declaration of all zinc and cadmium stocks within the General Government's territory as of August 18, 1917, including raw and refined zinc, semi-finished products, zinc waste, ores, and cadmium-containing substances. Individuals and entities holding these materials, regardless of ownership, must report them by September 15, 1917, to the Department of Trade and Industry in Brussels. The ordinance prohibits any disposal, transport, or modification of the confiscated materials. The Central Purchasing Company for Belgium (Zentral-Einkaufsgesellschaft für Belgien) is authorized to purchase the declared items, with expropriation possible if a private purchase fails, in which case compensation will be regulated by the 'Reichsentschädigungskommission.' Violations of the ordinance are punishable by imprisonment, fines, and confiscation of the materials involved.","{'people': 'Freiherr Von Falkenhausen', 'location': 'Belgium, Brussels', 'event': 'World War I', 'organization': 'Generalgouvernement, Abteilung für Handel und Gewerbe, Zentral-Einkaufsgesellschaft für Belgien, Reichsentschädigungskommission'}",policy,Der Generalgouverneur in Belgien,Resource Control,negative,"{'people': ['FREIHERR VON FALKENHAUSEN'], 'location': ['BELGIUM', 'BRUSSEL'], 'event': ['World War I'], 'organization': ['GERMAN GENERAL GOVERNMENT', 'DEPARTMENT OF TRADE AND INDUSTRY', 'CENTRAL PURCHASING COMPANY FOR BELGIUM', 'REICHSENTSCHÄDIGUNGSKOMMISSION']}",military,"['zinc', 'cadmium']"
FL4985051_52_DIGI_0035_00053_VIEW_MAIN.jpg,-1,01/01/1914,Announcement Regarding Control Meetings for Belgian Men,"Announcement from the Imperial German Registration Office in Antwerp regarding control meetings for male Belgian residents born between 1885 and 1898, former members of the civil guard, enemy soldiers discharged as unfit for service, and enemy aliens. The announcement details the time and location of the meetings, emphasizes the need to follow orders from German military personnel and Belgian police, and warns of the consequences of disobedience. It also prohibits smoking, wearing badges, and disrupting public order during the meetings. Sale of alcohol to those required to attend is prohibited on the day of the control meeting. Attendees must bring identification and registration cards. Absence without valid reason will be punished. Attendees must arrive 15 minutes early.","{'people': [], 'location': 'Antwerpen', 'event': 'controolvergaderingen', 'organization': 'Keizerlijk Deutsch Meldeamt, Antwerpen-Vesting'}",policy,Keizerlijk Deutsch Meldeamt,Occupation and Control,negative,"{'people': [], 'location': ['ANTWERP'], 'event': ['Controolvergaderingen'], 'organization': ['IMPERIAL GERMAN REGISTRATION OFFICE', 'ANTWERP FORTRESS']}",military,['alcohol']
FL4985459_130_DIGI_0035_00123_VIEW_MAIN.jpg,-1,01/10/1916,"Egg Delivery Penalties in Merelbeke, October 1916","The Etappen-Kommandantur in Ghent announces penalties for farmers in Merelbeke who failed to deliver the required amount of eggs between October 8th and 14th, 1916. Farmers listed will be fined, with unpaid fines converted to prison time. A fine of 1 Mark is imposed for each undelivered egg. The municipality is ordered to inform those with fines marked in red and ensure prompt payment, with further penalties for non-compliance. Continued under-delivery of eggs and milk will result in higher fines and imprisonment. Municipal representatives are held responsible for enforcing these orders.","{'people': 'VON WICK', 'location': 'Gent, Merelbeke', 'event': 'Egg delivery enforcement', 'organization': 'Etappen-Kommandantur, St-Antonis, Jos. Dooreman-Volckaert'}",policy,"St-Antonis, Jos. Dooreman-Volckaert","Food supply, enforcement, penalties",negative,"{'people': ['V. WICK'], 'location': ['GHENT', 'MERELBEKE'], 'event': ['Egg Delivery Enforcement'], 'organization': 'Etappen-Kommandantur, St-Antonis, Jos. Dooreman-Volckaert'}",pricing/rationing/control,['eggs']
FL4985090_58_DIGI_0035_00061b_VIEW_MAIN.jpg,1,02/04/1915,Ordinance Establishing an Advance Fund under the Governor-General in Belgium,"This ordinance establishes an advance fund under the Governor-General in Belgium, headquartered in Brussels. Its purpose is to grant advances on receipts for requisitioned mass goods. The fund is managed by a board under the supervision of the General Commissioner for Banks in Belgium and is subject to my approval. Announcements from the fund will be published in the Law and Ordinance Gazette for the occupied territories of Belgium.","{'people': 'Freiherr Von Bissing', 'location': 'Belgium, Brussel', 'event': 'World War I', 'organization': 'Generalgouverneur'}",policy,Der General-Gouverneur in Belgien,Economic Control,neutral,"{'people': ['FREIHERR VON BISSING'], 'location': ['BELGIUM', 'BRUSSEL'], 'event': ['World War I'], 'organization': ['GENERAL GOVERNOR IN BELGIUM']}",other,[]
FL4985509_140_DIGI_0035_00133_VIEW_MAIN.jpg,-1,24/11/1916,Potato Cultivation Initiative for Summer 1917,"Due to a small potato harvest, the military command encourages all municipalities to start planning for potato cultivation for the next summer. The Agricultural Committee of East Flanders will provide seeds at a price to be determined. Cultivation contracts need to be signed, even for the smallest plots, to gain an overview of the cultivation and the necessary seeds. Forms are provided and must be submitted to the Etappen-Kommandantur by December 1, 1916. Everyone who owns suitable land can participate.","{'people': '', 'location': 'Oost-Vlaanderen', 'event': 'Potato Cultivation Initiative', 'organization': ""MOB. ETAPPEN-KOMMANDANTUR, Landbouwkomiteit van Oost-Vlaanderen, Et. Kommandantuur, S' Antonius, Jos. Dooreman-Volckaert""}",policy,Etappen-Kommandantur,"Agriculture, Food Supply",neutral,"{'people': [], 'location': ['EAST FLANDERS'], 'event': ['Potato Cultivation Initiative'], 'organization': ""MOB. ETAPPEN-KOMMANDANTUR, Landbouwkomiteit van Oost-Vlaanderen, Et. Kommandantuur, S' Antonius, Jos. Dooreman-Volckaert""}",pricing/rationing/control,"['potatoes', 'seeds']"
FL4985599_158_DIGI_0035_00146_VIEW_MAIN.jpg,-1,10/01/1917,Meirelbeke: New Price for Flour and Bread Announced,"The mayor of Meirelbeke announces the new price for flour supplied to bakers by the Committee (48.65 fr per 100 kilos) and the fixed price of bread (0.42 fr per 925 grams) starting January 7, 1917.","{'people': 'Jos. Hebbelynck', 'location': 'Meirelbeke', 'event': None, 'organization': 'Provinciaal Voedingscomiteit, Sint-Antonius'}",policy,"Drukk. Sint-Antonius, Jos. Dooreman-Volekaert",Food supply and pricing,neutral,"{'people': ['JOS. HEBBELYNCK'], 'location': ['MEIRELBEKE'], 'event': [], 'organization': ['PROVINCIAL FOOD COMMITTEE', 'ST ANTONIUS']}",pricing/rationing/control,"['flour', 'bread']"
FL4985579_154_DIGI_0035_00143e_VIEW_MAIN.jpg,-1,23/12/1916,"Ordinance on Flax, Processed Flax and Tow","This ordinance, issued by the German military command, regulates the handling of flax, processed flax, and tow within the 4th Army's operational area. It mandates the reporting of flax inventories, sets maximum prices for flax, and restricts the transport and sale of flax products. Violators face imprisonment and fines. The ordinance aims to control flax resources for the army's needs.","{'people': 'Herzog Albrecht von Württemberg', 'location': 'Kortrijk, Lokeren, Gent, Flanders', 'event': 'World War I', 'organization': 'Etappen-Inspektion, Rohstoff-Abteilung, Vlasbureelen, German military'}",policy,German Military,Resource Control,Negative,"{'people': ['HERZOG ALBRECHT VON WURTTEMBERG'], 'location': ['KORTRIJK', 'LOKEREN', 'GHENT', 'FLANDERS'], 'event': ['World War I'], 'organization': ['STAGE INSPECTORATE', 'RAW MATERIALS DEPARTMENT', 'FLAX OFFICES', 'GERMAN MILITARY']}",pricing/rationing/control,"['flax', 'processed flax', 'tow']"
FL4985579_154_DIGI_0035_00143e_VIEW_MAIN.jpg,-1,28/12/1916,Ordinance on the Inventory and Use of Wicker,"This ordinance regulates the sale and processing of wicker within the 4th Army's operational area. It requires the reporting of wicker inventories, sets prices for wicker, and prohibits the boiling and peeling of wicker without permission. It also orders that the Wicker of this year be cut on time and that owners of Wicker crops are responsible for proper care and handling of their Wicker. Violators face fines and imprisonment.","{'people': 'Herzog Albrecht von Württemberg', 'location': 'Flanders', 'event': 'World War I', 'organization': 'Etappen-Inspektion 4, German military'}",policy,German Military,Resource Control,Negative,"{'people': ['HERZOG ALBRECHT VON WURTTEMBERG'], 'location': ['FLANDERS'], 'event': ['World War I'], 'organization': ['STAGE INSPECTORATE 4', 'GERMAN MILITARY']}",pricing/rationing/control,['wicker']
FL4985579_154_DIGI_0035_00143e_VIEW_MAIN.jpg,-1,01/01/1917,Extension of Mandate for West Flanders Registrar,"This ordinance extends the mandate of A. Verougstraete, the registrar of the province of West Flanders, until June 30th. It is a continuation of a previous ordinance from June 25, 1916.","{'people': 'A. Verougstraete, Herzog Albrecht von Württemberg', 'location': 'West Flanders', 'event': 'World War I', 'organization': 'German Military'}",policy,German Military,Administration,Neutral,"{'people': ['A VEROUGSTRAETE', 'HERZOG ALBRECHT VON WURTTEMBERG'], 'location': ['WEST FLANDERS'], 'event': ['World War I'], 'organization': ['GERMAN MILITARY']}",other,[]
FL4985579_154_DIGI_0035_00143e_VIEW_MAIN.jpg,-1,05/01/1917,"Amendment to Ordinance of December 16, 1916","This ordinance amends the ordinance of December 16, 1916, extending the deadline for declarations to January 15, 1917, and the delivery deadline to January 31, 1917.","{'people': 'Herzog Albrecht von Württemberg', 'location': 'Flanders', 'event': 'World War I', 'organization': 'German Military'}",policy,German Military,Administration,Neutral,"{'people': ['HERZOG ALBRECHT VON WURTTEMBERG'], 'location': ['FLANDERS'], 'event': ['World War I'], 'organization': ['GERMAN MILITARY']}",other,[]
FL4985579_154_DIGI_0035_00143e_VIEW_MAIN.jpg,-1,30/12/1916,"Supplement to Ordinance of December 2, 1916 on Milk Use","This ordinance supplements the ordinance of December 2, 1916, regarding the use and processing of milk in the 4th Army's operational area. It specifies that violations are punishable by fines and imprisonment.","{'people': 'Von Unger', 'location': 'Flanders', 'event': 'World War I', 'organization': 'German Military'}",policy,German Military,Resource Control,Negative,"{'people': ['VON UNGER'], 'location': ['FLANDERS'], 'event': ['World War I'], 'organization': ['GERMAN MILITARY']}",pricing/rationing/control,['milk']
FL4985579_154_DIGI_0035_00143e_VIEW_MAIN.jpg,-1,01/01/1917,Amendment to Ordinance on Supervision and Registration,"This ordinance amends the ordinances of October 25, 1915, and September 6, 1916, concerning supervision and registration. It specifies that the registration offices have oversight over all male Belgians from the age of 17 to 45.","{'people': 'Von Unger', 'location': 'Flanders, Belgium', 'event': 'World War I', 'organization': 'German Military'}",policy,German Military,Population Control,Negative,"{'people': ['VON UNGER'], 'location': ['FLANDERS', 'BELGIUM'], 'event': ['World War I'], 'organization': ['GERMAN MILITARY']}",military,[]
