id,is_appartment,area,added_time,bedrooms,new_building,postcode,lat,lon,advertiser,foto_amount,is_promoted,subtype,sticker,price_drop_date,energy_value,energy_label,province,price
tr2138,False,165.0,142637900,4.0,0,8560,50.84104,3.165353,Vastgoed Zebra,21.0,1,Woning,new,,146.0,b,West-Vlaanderen,349000.0
tr2139,False,591.0,135239959,5.0,0,6180,50.460609,4.392253,We Invest Centre Hainaut,32.0,1,Hoeve,,,567.0,g,Henegouwen,299000.0
tr2140,True,121.0,139478425,2.0,0,3700,50.78303,5.468771,De Woonmakers,31.0,1,Appartement,,,117.0,b,Limburg,259000.0
tr2141,False,195.72,142748933,3.0,0,9400,50.79265,4.01336,NB-Projects,5.0,1,Woning,new,,,,Oost-Vlaanderen,713103.0
tr2142,False,,139096078,3.0,0,9080,51.10002049,3.84627862,Eline GOOVAERTS,27.0,1,Woning,,,1895.0,f,Oost-Vlaanderen,225000.0
tr2143,False,180.0,142048250,4.0,0,8000,51.20028,3.2274,Immo Francois - Brugge,16.0,1,Rijwoning,,,232.0,c,West-Vlaanderen,410000.0
tr2144,True,71.0,143013388,1.0,0,2150,51.202306012,4.478816417,Woonvast Opwijk,9.0,1,Gelijkvloers app.,new,,,b,Antwerpen,235000.0
tr2145,False,,139980594,4.0,0,9980,51.28672,3.641399,Vastgoed Dylan,17.0,1,Woning,,,373.0,d,Oost-Vlaanderen,395000.0
tr2146,True,84.0,136927408,2.0,0,8400,51.20424,2.8872,Eveline Hoste Vastgoed,15.0,1,Gelijkvloers app.,,,344.0,d,West-Vlaanderen,120000.0
tr2147,True,,137192289,2.0,0,8490,51.18306,3.139995,Immo La Clé,31.0,1,Appartement,,2024-11-22 11:27:43,80.0,a,West-Vlaanderen,520000.0
tr2148,True,54.0,137536229,1.0,0,8301,51.34395,3.257204,Knokke Homes,13.0,1,Appartement,,,221.0,c,West-Vlaanderen,395000.0
tr2149,False,180.0,140307980,4.0,0,8900,50.85191,2.87993, Vastgoed Vancayzeele,15.0,1,Woning,,,224.0,c,West-Vlaanderen,219000.0
tr2150,True,71.0,137287388,1.0,0,2000,51.22364,4.409077,Abricasa,16.0,1,Appartement,,2025-01-08 21:31:56,248.0,c,Antwerpen,324000.0
tr2151,False,124.0,141133513,3.0,0,9340,50.97011,3.972727,F&F Vastgoed ,16.0,1,Woning,,,148.0,b,Oost-Vlaanderen,274900.0
tr2152,True,85.0,109866633,2.0,0,6001,50.40457765,4.42858819,Housing Immo,7.0,1,Appartement,,2024-09-20 04:20:43,211.0,c,Henegouwen,99000.0
tr2153,False,102.0,142488029,0.0,0,3621,50.92114,5.688093,STERK vastgoedmakelaars,4.0,1,Woning,,,1451.0,f,Limburg,109000.0
tr2154,True,129.85,142496446,2.0,0,3500,50.9293507,5.33237,Vercammen Woonprojecten,3.0,1,Appartement,,,,,Limburg,595000.0
tr2155,True,114.0,134544377,3.0,0,8370,51.30861882,3.1168907,Immo Bossuyt,10.0,1,Gelijkvloers app.,,,186.0,b,West-Vlaanderen,349000.0
tr2156,True,98.0,129111015,3.0,0,6830,49.794922155,5.071244356,EURO ARDENNES IMMO,15.0,1,Appartement,,,423.0,e,Luxemburg,185000.0
tr2157,True,123.0,136434925,2.0,0,1180,50.7943,4.35147,Barnes Brussels,12.0,1,Appartement,,,71.0,b,Hoofdstedelijk Gewest Brussel,545000.0
tr2158,False,,140846119,3.0,0,9220,51.093482271,4.066883836,Griet Sonck Immobiliën,20.0,1,Woning,,2025-01-18 13:51:33,336.0,d,Oost-Vlaanderen,300000.0
tr2159,True,,128550924,3.0,0,3290,50.99048578,5.05530499,Vastgoed concept+,5.0,1,Appartement,,2024-10-21 12:38:43,197.0,b,Vlaams-Brabant,255000.0
tr2160,True,96.0,133686981,2.0,1,9800,50.98232,3.530606,Landbergh ,21.0,1,Appartement,,,0.0,a+,Oost-Vlaanderen,380000.0
tr2161,False,143.0,136277099,3.0,0,3800,50.78525,5.26296,JR Consulting,18.0,1,Woning,,,,a,Limburg,385000.0
tr2162,True,95.8,138242573,2.0,1,8800,50.94798,3.124845,PANORAMA Brugge,20.0,1,Appartement,,,,,West-Vlaanderen,276664.0
tr2163,False,120.0,131786285,3.0,1,9550,50.8551899,3.8877686,Cornelis & Partners Geraardsbergen,4.0,1,Woning,,,,,Oost-Vlaanderen,355729.0
tr2164,True,99.0,142759058,2.0,1,9150,51.170503,4.3104241,Era projects,12.0,1,Appartement,new,,,,Oost-Vlaanderen,389000.0
tr2165,False,162.0,136453656,3.0,0,3920,51.239751,5.3516122,Immo VL Geel,18.0,1,Woning,,2025-01-21 21:39:05,340.0,d,Limburg,319000.0
tr2166,True,95.0,108870065,2.0,1,9600,50.7469,3.601227,Immo Nobels,19.0,1,Appartement,,,,,Oost-Vlaanderen,250000.0
tr2167,False,136.0,142841678,2.0,0,9600,50.753138972,3.591531515,DMG Vastgoed,23.0,1,Woning,new,,336.0,d,Oost-Vlaanderen,185000.0
tr2168,False,187.0,136613700,3.0,0,2100,51.23415,4.444875,Heylen Vastgoed - Deurne,20.0,1,Eengezinswoning,,,428.0,e,Antwerpen,219000.0
tr2169,True,135.0,141378896,3.0,1,2260,51.11569,4.86165,Boonstra Vastgoed,10.0,1,Appartement,,,,,Antwerpen,345000.0
tr2170,True,70.0,141986927,1.0,0,1080,50.85462,4.31879,Espace Immo Brussels Centre,6.0,1,Gelijkvloers app.,price_drop,2025-01-24 14:32:54,,,Hoofdstedelijk Gewest Brussel,199000.0
tr2171,True,94.0,139130535,2.0,0,2000,51.20663469,4.382176995,Provas Vastgoed,21.0,1,Appartement,,,,,Antwerpen,560000.0
tr2172,False,161.0,134290175,3.0,0,9200,51.0301791,4.1046473,Huyzen Dendermonde,8.0,1,Woning,,,485.0,e,Oost-Vlaanderen,249000.0
tr2173,False,147.0,57443950,3.0,1,9550,50.90021,3.890672,Vastgoed Browaeys,6.0,1,Woning,,2023-02-08 15:20:47,,,Oost-Vlaanderen,335000.0
tr2174,False,220.0,141870052,4.0,1,3550,51.0357962,5.3363691,Adem Gungormus,14.0,1,Eengezinswoning,,,,,Limburg,303500.0
tr2175,False,121.0,138348877,2.0,0,7780,50.78041,2.9978,VDM IMMOBILIER,9.0,1,Woning,,2025-01-13 20:09:42,,f,Henegouwen,89000.0
tr2176,True,85.0,137229591,1.0,0,2460,51.2312733,4.9722079,Immo Point Kempen - Kasterlee,26.0,1,Appartement,,,143.0,b,Antwerpen,229000.0
tr2177,True,21.7,142583789,1.0,0,3000,50.879264657,4.689214826,Living Stone Leuven,17.0,1,Studio met slaaphoek,,,399.0,d,Vlaams-Brabant,235000.0
tr2178,False,181.88,142144336,4.0,0,8790,50.87731,3.41879,NB-Projects,5.0,1,Woning,,,,,West-Vlaanderen,638001.0
tr2179,False,274.0,141463766,5.0,0,2260,51.0927203,4.8425663,Immo De Groot & Celen BV,22.0,1,Woning,,,291.0,c,Antwerpen,579000.0
tr2180,False,190.0,143003708,4.0,0,9572,50.8083301,3.8227788,ERA Wonen (Sint-Niklaas),28.0,1,Woning,new,,98.0,a,Oost-Vlaanderen,449000.0
tr2181,True,63.5,137744118,2.0,0,7000,50.45865,3.97918,century 21 aurea,7.0,1,Appartement,,,168.0,b,Henegouwen,200000.0
tr2182,True,85.0,134201731,2.0,1,2320,51.404665,4.7612182,ERA NOORD (Hoogstraten),20.0,1,Penthouse,,,,,Antwerpen,435000.0
tr2183,False,344.0,135032695,3.0,0,9050,51.01879194,3.76280305,Immo Verbrugghe,17.0,1,Eengezinswoning,,,484.0,e,Oost-Vlaanderen,499000.0
tr2184,False,562.0,134115421,7.0,0,9220,51.0962928,4.1412983,Immo Lot,39.0,1,Herenwoning,,,622.0,f,Oost-Vlaanderen,860000.0
tr2185,False,182.0,124860108,3.0,0,3540,50.93532,5.195728,Aktimmo,40.0,1,Uitzonderlijke woning,,,320.0,d,Limburg,498000.0
tr2186,True,95.7,141807808,2.0,1,1420,50.684447648,4.396934509,Latour & Petit Wat Vente,9.0,1,Appartement,,,,,Waals-Brabant,395000.0
tr2187,True,88.0,129274374,2.0,1,9041,51.0907012,3.760814,Immo Da Vinci Gent,18.0,1,Appartement,,,,,Oost-Vlaanderen,305000.0
tr2188,False,127.0,125526332,3.0,0,1500,50.72712,4.244848,Vastgoedadvies De Rick ,13.0,1,Woning,,,523.0,f,Vlaams-Brabant,239000.0
tr2189,True,72.0,137790173,2.0,0,8370,51.31382,3.125753,Caenen - Kantoor Blankenberge,16.0,1,Appartement,,,78.0,a,West-Vlaanderen,289000.0
tr2190,False,580.0,141463765,5.0,0,2235,51.060834728,4.836156964,Immo De Groot & Celen BV,22.0,1,Woning,,,244.0,c,Antwerpen,419000.0
tr2191,False,182.64,134720184,3.0,1,2840,51.108431,4.4085756,Arcasa,5.0,1,Woning,,,,,Antwerpen,525000.0
tr2192,True,135.0,132733422,3.0,0,3530,51.0321621,5.3823343,ERA De Piramide (Diest),20.0,1,Appartement,,2024-11-07 13:13:08,230.0,c,Limburg,265000.0
tr2193,False,179.0,138774216,3.0,0,8700,50.99945,3.422372,Vastgoed Canniere,24.0,1,Woning,,,943.0,f,West-Vlaanderen,189000.0
tr2194,True,110.0,139736885,3.0,0,3990,51.131316353,5.451412797,Jansen Real Estate,24.0,1,Appartement,,,,,Limburg,381250.0
tr2195,True,65.0,139387350,2.0,0,8434,51.171627906,2.776515484,NOUVELLE AGENCE,42.0,1,Appartement,,,183.0,b,West-Vlaanderen,455000.0
tr2196,False,127.5,136020306,3.0,0,5070,50.39438,4.69225,Team Construct,8.0,1,Woning,,,,,Namen,364865.0
tr2197,True,135.0,140169485,3.0,0,8301,51.3352425,3.2432006,Dewaele - Knokke,14.0,1,Appartement,,,277.0,c,West-Vlaanderen,475000.0
tr2198,False,389.0,135937000,5.0,0,9500,50.7667784,3.8542121,Cornelis & Partners Geraardsbergen,26.0,1,Uitzonderlijke woning,,,386.0,d,Oost-Vlaanderen,685000.0
tr2199,False,110.0,134722251,3.0,0,8380,51.331888,3.2091108,Bonne Vastgoed ,15.0,1,Woning,,,343.0,d,West-Vlaanderen,225000.0
tr2200,False,241.0,140132653,4.0,0,9940,51.11428,3.689715,EVERGEM - Verdegem Vastgoed,38.0,1,Eengezinswoning,,,54.0,a,Oost-Vlaanderen,689000.0
tr2201,False,255.0,129260651,3.0,0,3140,51.01183,4.661903,De Makelaardij ,44.0,1,Villa,,,194.0,b,Vlaams-Brabant,699000.0
tr2202,False,61.0,143065176,1.0,0,9300,50.94,4.041752,Vastgoed Verbruggen,14.0,1,Woning,new,,60.0,a,Oost-Vlaanderen,239950.0
tr2203,False,124.0,118565592,3.0,1,3300,50.816995114,4.885933399,Living Stone Leuven,36.0,1,Uitzonderlijke woning,,,,,Vlaams-Brabant,375000.0
tr2204,True,76.0,134318609,2.0,0,8630,,,Broker Oostduinkerke,10.0,1,Appartement,,2024-12-22 05:36:52,108.0,b,West-Vlaanderen,305000.0
tr2205,True,83.0,141268149,2.0,0,8400,51.21645,2.905008,Agence Dermul,11.0,1,Appartement,,,117.0,b,West-Vlaanderen,175000.0
tr2206,False,165.0,137909484,4.0,0,2060,51.22739,4.421739,Heylen Vastgoed - Antwerpen,13.0,1,Eengezinswoning,,,787.0,f,Antwerpen,225000.0
tr2207,False,290.0,136515480,0.0,0,8900,50.85227,2.888562,Depotter - vastgoedadviseur,43.0,1,Eengezinswoning,,,352.0,d,West-Vlaanderen,395000.0
tr2208,True,55.0,135157329,1.0,0,1030,50.8690643,4.3706048,J&J Properties,15.0,1,Appartement,,,426.0,g,Hoofdstedelijk Gewest Brussel,199000.0
tr2209,False,167.0,131003425,4.0,0,7012,50.43171,3.89234,Logissim,21.0,1,Eengezinswoning,,2024-11-21 22:58:05,318.0,d,Henegouwen,130000.0
tr2210,False,166.0,131081890,3.0,0,9340,50.9677,3.99339,NB-Projects,5.0,1,Woning,,,,,Oost-Vlaanderen,618063.0
tr2211,True,120.0,121413000,2.0,1,9060,51.2040154,3.8086324,Ikoon Real Estate,9.0,1,Appartement,,,,a,Oost-Vlaanderen,348000.0
tr2212,True,,141980759,2.0,0,9300,50.9449333,4.0537867,Kurtimmo,21.0,1,Appartement,,,185.0,b,Oost-Vlaanderen,289000.0
tr2213,False,180.0,130403449,4.0,0,1770,50.868652352,4.093529062,Immo Lierman,23.0,1,Woning,,,159.0,b,Vlaams-Brabant,399000.0
tr2214,True,80.0,137276360,2.0,0,9000,51.03883,3.735585,Immobiliën Crevits ,11.0,1,Appartement,,,206.0,c,Oost-Vlaanderen,360000.0
tr2215,True,210.0,141895586,4.0,0,3920,51.2263288,5.3221439,Het Huiskantoor,18.0,1,Appartement,,,116.0,b,Limburg,590000.0
tr2216,True,70.0,142821669,1.0,0,3550,51.04357,5.313833,Animo Vastgoed,16.0,1,Studio,new,,178.0,b,Limburg,219900.0
tr2217,True,143.0,25348214,2.0,1,2300,51.323705717,4.946151537,Hillewaere Turnhout,29.0,1,Serviceflat,,,196.0,b,Antwerpen,499000.0
tr2218,True,150.0,103972508,2.0,1,1420,50.68457,4.37331,IMMO DUSSART Waterloo,9.0,1,Appartement,,,,,Waals-Brabant,465600.0
tr2219,False,,135901007,3.0,0,9800,51.0602956,3.52489962,Delestré immobiliën,44.0,1,Uitzonderlijke woning,,,0.0,a+,Oost-Vlaanderen,980000.0
tr2220,True,51.0,25169839,1.0,0,4000,50.6384,5.56914,We Invest Liège,25.0,1,Appartement,,,479.0,f,Luik,149000.0
tr2221,False,,117746726,3.0,0,4120,50.53813191,5.45643536,Bernard DEGIVE,20.0,1,Woning,,,,,Luik,385000.0
tr2222,True,142.0,136807112,3.0,0,2930,51.29937,4.487322,Heylen Vastgoed - Brasschaat,18.0,1,Appartement,,,103.0,b,Antwerpen,419000.0
tr2223,True,90.44,140822283,2.0,1,8660,51.09948,2.59246,Caenen - Kantoor De Panne,8.0,1,Penthouse,,,,a,West-Vlaanderen,498000.0
tr2224,True,,129844980,0.0,0,9400,50.83664036,4.02139351,Delestré immobiliën,4.0,1,Appartement,,,,a,Oost-Vlaanderen,235000.0
tr2225,True,131.0,140333593,3.0,0,9230,50.99499,3.88518,Immo-T BVBA ,20.0,1,Appartement,,,103.0,b,Oost-Vlaanderen,334000.0
tr2226,False,194.68,141519051,3.0,0,3630,50.98558,5.707914,Jemar.be,14.0,1,Woning,,,,,Limburg,399000.0
tr2227,True,105.0,140601376,2.0,0,8890,50.8891764,3.0631891,Albert Izegem,15.0,1,Appartement,,,236.0,c,West-Vlaanderen,185000.0
tr2228,True,110.5,140585850,2.0,1,2640,51.1684952,4.4713306,Dewaele - Wilrijk,5.0,1,Appartement,,,,,Antwerpen,509000.0
tr2229,True,50.0,139089843,1.0,0,8400,51.22523,2.92685,Comfortimmo,11.0,1,Appartement,,,351.0,d,West-Vlaanderen,145000.0
tr2230,False,219.0,125526508,3.0,0,9320,50.92459,3.988283,Vastgoedadvies De Rick ,28.0,1,Woning,,,457.0,e,Oost-Vlaanderen,325000.0
tr2231,False,218.0,143084175,3.0,0,8770,50.91428502,3.25307716,DEBYSER & MELIS,28.0,1,Rijwoning,new,,263.0,c,West-Vlaanderen,349000.0
tr2232,False,,135736715,3.0,1,8840,50.94349,3.058633,All-Bouw,5.0,1,Woning,,,10.0,a,West-Vlaanderen,622998.0
tr2233,True,123.4,134086417,2.0,1,2970,51.263979,4.553316,Hillewaere Schilde,20.0,1,Appartement,,,,,Antwerpen,545000.0
tr2234,False,143.0,137712032,3.0,1,8340,51.20146,3.32316,Hectaar NV,7.0,1,Woning,,,,a,West-Vlaanderen,370697.3
tr2235,True,92.06,134553693,2.0,1,9800,50.97944,3.530823,Axel Lenaerts makelaars Gent,16.0,1,Appartement,,,,,Oost-Vlaanderen,313500.0
tr2236,False,174.0,129504780,3.0,1,9800,50.97704,3.56684,Hillewaere Gent,4.0,1,Woning,,2024-10-10 15:12:56,,,Oost-Vlaanderen,535000.0
tr2237,False,109.0,142070953,2.0,0,9506,50.7863969,3.9064142,Cornelis & Partners Geraardsbergen,18.0,1,Woning,,,708.0,f,Oost-Vlaanderen,167500.0
tr2238,False,74.0,141815594,2.0,0,6940,50.343300621,5.427952228,MCA DURBUY,12.0,1,Bungalow,,,,,Luxemburg,69500.0
tr2239,False,,136427901,0.0,0,8750,51.06755,3.29651,Your Home,5.0,1,Woning,,,,,West-Vlaanderen,478938.0
tr2240,False,390.0,132217299,4.0,0,3500,50.9330356,5.3348848,Jansen Real Estate,13.0,1,Bel-étage,,,,d,Limburg,540000.0
tr2241,False,142.0,142465007,4.0,0,9050,51.02496338,3.75909404,Top Vastgoed,18.0,1,Woning,,,299.0,c,Oost-Vlaanderen,339000.0
tr2242,True,99.87,132963198,2.0,0,1500,50.74613,4.242812,Axel Beerens,13.0,1,Appartement,,,,,Vlaams-Brabant,299000.0
tr2243,True,84.0,128042332,2.0,0,3580,51.04027,5.176764,Het Vastgoedkantoor Beringen,20.0,1,Appartement,,,183.0,b,Limburg,194000.0
tr2244,False,150.0,141984146,3.0,0,9600,50.736400604,3.597187042,Office Ronse,20.0,1,Woning,,,150.0,b,Oost-Vlaanderen,315000.0
tr2245,False,,30176574,5.0,0,6030,50.39935,4.39124,Immo STILLAVATI ,17.0,1,Woning,,2024-06-12 20:54:11,233.0,c,Henegouwen,150000.0
tr2246,True,,137486023,2.0,0,9140,51.1138497,4.138277802,,22.0,1,,,,121.0,b,Oost-Vlaanderen,325000.0
tr2247,False,140.0,119000646,3.0,1,3890,50.69979,5.169032,Skilpod,9.0,1,Woning,,,,,Limburg,392498.0
tr2248,False,400.0,141981320,4.0,0,3384,50.87271,4.91807,We Invest Leuven,28.0,1,Woning,,,197.0,b,Vlaams-Brabant,865000.0
tr2249,True,48.0,138874516,1.0,0,7700,50.74538,3.21173,COTE IMMO,4.0,1,Appartement,,,694.0,g,Henegouwen,88000.0
tr2250,False,153.0,138408640,3.0,0,2870,51.08396,4.325394,TREVI AXUS VASTGOED,27.0,1,Woning,,,282.0,c,Antwerpen,439000.0
tr2251,False,158.0,141205720,4.0,0,9230,51.008205929,3.871972561,Altro Wetteren,15.0,1,Woning,,,388.0,d,Oost-Vlaanderen,275000.0
tr2252,False,128.0,143065557,2.0,0,8530,50.85092,3.314356,Immo Lietaer,14.0,1,Woning,new,,462.0,e,West-Vlaanderen,165000.0
tr2253,True,68.0,140944334,1.0,0,1030,50.86518,4.38365,Perception Immobilière,14.0,1,Appartement,,,96.0,c,Hoofdstedelijk Gewest Brussel,299000.0
tr2254,True,120.0,118920789,2.0,0,2460,51.2388938,4.9590859,Immo Point Kempen - Kasterlee,11.0,1,Appartement,,,,a,Antwerpen,315000.0
tr2255,False,149.0,137909524,3.0,0,2170,51.24901,4.43374,Heylen Vastgoed - Deurne,18.0,1,Eengezinswoning,,,266.0,c,Antwerpen,329000.0
tr2256,False,,132863318,3.0,0,9620,50.84149661,3.82956991,BVBA Immo Marc,13.0,1,Eengezinswoning,,,453.0,e,Oost-Vlaanderen,249000.0
tr2257,True,93.0,142356413,2.0,1,3290,50.98743,5.054006,Immo Diest,34.0,1,Appartement,,,,,Vlaams-Brabant,340000.0
tr2258,True,44.0,139378033,1.0,0,2900,51.25564,4.49393,Walls Vastgoedmakelaars - Antwerpen,30.0,1,Appartement,,,155.0,b,Antwerpen,209000.0
tr2259,True,91.0,132896036,2.0,1,9600,50.7472,3.60119,IMMOBOSS Gent,14.0,1,Appartement,,,,a,Oost-Vlaanderen,475000.0
tr2260,False,,139021892,3.0,0,8500,50.81901,3.274571,Century 21 - Via Plus,15.0,1,Eengezinswoning,,,305.0,d,West-Vlaanderen,215000.0
tr2261,False,123.0,112866317,2.0,0,5570,50.11817,4.96575,Baximmo,20.0,1,Woning,,,611.0,g,Namen,198000.0
tr2262,False,110.0,121489886,3.0,1,3700,50.76453,5.510301,Skilpod,7.0,1,Woning,,,,,Limburg,315430.0
tr2263,False,100.0,134891340,3.0,0,7170,,,Trassud Immobilier,23.0,1,Woning,,,375.0,e,Henegouwen,120000.0
tr2264,False,195.0,141829675,3.0,1,8930,50.7823877,3.1600641,Dewaele - Kortrijk,19.0,1,Woning,,,,,West-Vlaanderen,449000.0
tr2265,False,220.0,134172093,4.0,0,9190,51.21211,4.030894,Van Hoye Vastgoed,31.0,1,Woning,,2024-11-13 23:12:13,63.0,a,Oost-Vlaanderen,519000.0
tr2266,True,94.7,134807021,2.0,0,8500,50.8198694,3.271923,Nele Tassaert Immobiliën,13.0,1,Appartement,,,,,West-Vlaanderen,324188.0
tr2267,True,107.0,138588098,2.0,0,2180,51.27855,4.44206,JANSSEN EN JANSSEN Brasschaat,8.0,1,Gelijkvloers app.,,,230.0,c,Antwerpen,260000.0
tr2268,False,95.0,128067734,3.0,0,6030,50.39858,4.39294,Bureau SAVINI,9.0,1,Woning,,,245.0,c,Henegouwen,139000.0
tr2269,False,144.0,142380828,3.0,0,9255,51.01197181,4.20763869,Henri VAN den BOSSCHE,1.0,1,Woning,,,353.0,d,Oost-Vlaanderen,220000.0
tr2270,False,135.0,142677175,3.0,0,3700,50.7774,5.462751,Immo Top Invest,12.0,1,Woning,new,,287.0,c,Limburg,229000.0
tr2271,False,183.0,139694511,3.0,1,2260,51.11215261,4.86232667,HOME 2000,14.0,1,Eengezinswoning,,,,,Antwerpen,453984.0
tr2272,True,162.0,139026926,3.0,1,1180,50.79173,4.35786,Barnes Brussels,5.0,1,Appartement,,,,,Hoofdstedelijk Gewest Brussel,972000.0
tr2273,False,116.0,132908024,3.0,1,4140,50.487595,5.668289,Agence Immobiliere Vanesse,31.0,1,Woning,,,71.0,a,Luik,379000.0
tr2274,False,173.0,142197793,3.0,0,8210,51.10228,3.156692,Immo Stijn,25.0,1,Woning,,,417.0,e,West-Vlaanderen,299000.0
tr2275,True,,120108787,2.0,0,2610,51.18221,4.376211,JURIMMO BVBA,8.0,1,Appartement,,2025-01-07 17:38:49,269.0,c,Antwerpen,229000.0
tr2276,True,81.2,141619416,2.0,0,2235,51.075147102,4.789046595,,19.0,1,Dakappartement,,,,,Antwerpen,279000.0
tr2277,True,70.0,128216509,1.0,0,9100,51.15298,4.159164,Immo De Prins,15.0,1,Appartement,,,95.0,a,Oost-Vlaanderen,134000.0
tr2278,True,90.86,136538924,2.0,1,5100,50.45001,4.88054,Latour & Petit Namur Neuf,17.0,1,Appartement,,,,,Namen,263206.61
tr2279,False,128.0,142027143,3.0,0,2880,51.07814,4.19563,Uw-Huis Bv,9.0,1,Woning,,,554.0,f,Antwerpen,199000.0
tr2280,True,109.0,135415218,3.0,1,3290,50.992406,5.051349,ERA De Piramide (Beringen),26.0,1,Penthouse,,,53.0,a,Vlaams-Brabant,465000.0
tr2281,False,123.0,135331642,2.0,0,1480,50.68844,4.22978,Easy Home Immo Marche,22.0,1,Woning,,,,,Waals-Brabant,85000.0
tr2282,False,207.0,142762785,3.0,0,3800,50.8102,5.229187,Immo Top Invest,13.0,1,Woning,new,,235.0,c,Limburg,395000.0
tr2283,False,,135228827,4.0,0,3000,50.87664,4.690784,Immo Anthonis,8.0,1,Woning,,,190.0,b,Vlaams-Brabant,498000.0
tr2284,False,201.0,140627929,3.0,0,3400,50.75152,5.0723,ERA Nobis (Sint-Truiden),20.0,1,Woning,,,358.0,d,Vlaams-Brabant,285000.0
tr2285,False,336.0,138611114,4.0,0,2845,51.1065539,4.3292261,Arcasa,19.0,1,Gemengd gebruik,,,,d,Antwerpen,299000.0
tr2286,False,,138863778,3.0,0,7100,50.4554771,4.1838922,Crown immobilier,14.0,1,Bel-étage,,,183.0,c,Henegouwen,315000.0
tr2287,True,81.0,141096917,2.0,0,2170,51.25141,4.42804,Chase Vastgoed,21.0,1,Appartement,,,246.0,c,Antwerpen,299000.0
tr2288,False,,122166153,3.0,1,3680,51.084637,5.761429,Johan Telen Vastgoed,2.0,1,Woning,,,,,Limburg,274000.0
tr2289,False,203.0,129610381,5.0,0,9840,50.98897,3.68135,OC Vastgoed Gent,10.0,1,Woning,,,687.0,f,Oost-Vlaanderen,489000.0
tr2290,True,,142821962,1.0,1,3680,51.09863198,5.78098364,Vastgoed Lamfert,7.0,1,Appartement,new,,,a,Limburg,255000.0
tr2291,False,180.0,142744003,4.0,1,9000,50.99695,3.707025,Landbergh ,20.0,1,Woning,new,,,,Oost-Vlaanderen,535000.0
tr2292,False,168.0,136083459,5.0,0,8902,50.832596231,2.915160076, Vastgoed Vancayzeele,16.0,1,Woning,,2025-01-16 09:55:02,360.0,d,West-Vlaanderen,209000.0
tr2293,False,162.0,135413729,4.0,0,4032,50.61404,5.62084,Ct Immo,15.0,1,Woning,,2025-01-06 20:50:03,295.0,d,Luik,159000.0
tr2294,False,145.0,142932091,3.0,0,2200,51.13604,4.83201,IMMO BOUWEN Lier,25.0,1,Eengezinswoning,new,,319.0,d,Antwerpen,375000.0
tr2295,True,132.0,129705990,3.0,1,1500,50.73413,4.22891,Living Stone Dilbeek,10.0,1,Appartement,,,,,Vlaams-Brabant,378000.0
tr2296,True,81.0,135973637,2.0,0,3600,51.01326,5.48779,Consimmo Vastgoed,19.0,1,Appartement,,,359.0,d,Limburg,189000.0
tr2297,False,175.0,141405508,3.0,0,8540,50.814912,3.382118,ERA Becue (Zwevegem),20.0,1,Eengezinswoning,,,60.0,a,West-Vlaanderen,519000.0
tr2298,False,120.15,142064906,3.0,0,2800,51.0097025,4.4701721,Living Stone Mechelen,28.0,1,Woning,,,311.0,d,Antwerpen,360000.0
tr2299,True,129.0,142643778,3.0,0,3680,51.0855503,5.6850656,ERA IMPACT (Maaseik),14.0,1,Gelijkvloers app.,new,,217.0,c,Limburg,279000.0
tr2300,False,,5209,4.0,1,1495,,,Camimax,10.0,1,Eengezinswoning,,,,,Waals-Brabant,353000.0
tr2301,True,103.0,139655682,2.0,0,2400,51.20208,5.141652,Immo Van Hees,21.0,1,Appartement,,,163.0,b,Antwerpen,309000.0
tr2302,False,,142649507,3.0,0,9500,51.22403797,3.97729397,Strak immo,29.0,1,Woning,new,,346.0,d,Oost-Vlaanderen,392000.0
tr2303,True,115.0,125055626,2.0,0,6880,49.85108,5.252606,EURO ARDENNES IMMO,12.0,1,Appartement,,2024-10-16 23:11:47,246.0,c,Luxemburg,245000.0
tr2304,False,347.0,142761312,4.0,1,2221,51.03378,4.76724,AVANTI vastgoed,11.0,1,Villa,new,,,,Antwerpen,569000.0
tr2305,True,104.6,113562102,2.0,0,2800,,,Revive,13.0,1,Appartement,,,,a,Antwerpen,465816.5
tr2306,False,138.0,137903574,3.0,1,2830,51.04824,4.378533,Hectaar NV,14.0,1,Woning,,,,a,Antwerpen,397000.0
tr2307,True,55.0,142136324,1.0,0,9040,51.05466,3.753352,EVERGEM - Verdegem Vastgoed,3.0,1,Appartement,,,200.0,b,Oost-Vlaanderen,188500.0
tr2308,False,,141354236,3.0,0,7620,50.55019,3.375457,Primmo Tournai,11.0,1,Eengezinswoning,,,339.0,d,Henegouwen,175000.0
tr2309,False,170.0,140514909,3.0,0,2300,51.3172156,4.9357566,Your Real Estate_5792 Domestic makelaars Beerse,19.0,1,Woning,,,580.0,f,Antwerpen,249000.0
tr2310,False,109.0,141676304,2.0,0,2830,51.05151,4.356068,Vastgoed Kerremans,18.0,1,Woning,,,1123.0,f,Antwerpen,274000.0
tr2311,False,102.0,135901460,2.0,0,7080,50.40296,3.88125,Logissim,11.0,1,Eengezinswoning,,,438.0,f,Henegouwen,120000.0
tr2312,True,98.0,141959743,2.0,0,1800,50.93398,4.43639,Ring Consult,10.0,1,Appartement,,,252.0,c,Vlaams-Brabant,219000.0
tr2313,False,153.0,140212754,4.0,0,3740,50.8458,5.542025,Vestio,26.0,1,Woning,,,679.0,f,Limburg,275000.0
